userName,content,score,sentimen,sentimen_encoded
Ikan Duyung,ken apk kalo mxim car orang liat harga tarif ongkos kalo orang liat kemanaaa ya cari tau tolobg kasi tau jawab ya gays,4,Netral,0
Hendri Hery,bagus murah,5,Puas,1
Abiyan Abiyan,bagus,5,Puas,1
Asyifa Catur,makasii maxime ngebantu bngtt plis,5,Netral,0
Rio Aprilyanta,tegas keras maxim ewallet kaspro karna rugi blokir saldo lanjur top kecewa,1,Tidak Puas,2
Luthfi Putra Pratama,tolong kontak customer service masukin handphone sulit ya tulis salah kirim minta pas nge klik login tolong masalah aplikasi user kecewa puas mohon sehera balas,1,Tidak Puas,2
Raja Pantura,pakai apk maxim,1,Netral,0
Alpri Yansah,mu pake aplikasi inh,4,Netral,0
Aji Lutfi,eror,1,Netral,0
Iis perdanaa227,isi kaspro cek sisa pakai amanah maxim tolong baik sistem rugi,1,Tidak Puas,2
Arif Nurhidayat,login sms verif coba anjir bikin mood bikin males,1,Netral,0
Ya Sudah,blokir akun fiktif driver mulu rugi,1,Tidak Puas,2
Ai Syah,maxim percaya kemarin jadi sma turun ko beda ya harga,2,Netral,0
rio Xyroo,bagus murah cepat layan,5,Puas,1
Keysha Devi,operasi sulit kirim pesan menu,1,Tidak Puas,2
wahyu rizky,driver ramah tarif murah,5,Netral,0
okto kehi,trimakasih,5,Netral,0
Arie Susanti,bantu,5,Netral,0
M_ sendi,masuk layan sayah ajah heran,1,Netral,0
SUYADI LOVE ASTANING,tolong ya baik apk customernya custumer pasu alamat sama google nama orang jual susah coustumernya klo coustumer tau jln gang orang jual jus,5,Tidak Puas,2
Andieni Qalby,apk dongo login susah,1,Tidak Puas,2
mass piirang,senang pake apk,5,Netral,0
Shazia Farasyaa1288,jahat banget kemaren pesan maxim car suruh cancel bayar sesuai aplikasi bayar sesuai harga bayar ngasih bayar sesuai hendak pdhl urgent kerumh sakit bawa mama obat,1,Tidak Puas,2
Febrie Kim,tolong kalo pilih driver motor layak order dapet motor jelek takut bahaya jalan selektif kalo daftar ojol titik lokasi kirim foto deh biar,5,Tidak Puas,2
Dewi Febri,isi maxim walet kena admin isi rb kena admin nyesel walet maxim mending bayar cash aj drpd byr pake maxim wallet,1,Netral,0
Novi,isi kaspro rekening akun maxim nggak masuk direfresh,1,Netral,0
Gheysar Abiyyu,keren hebat,5,Netral,0
Faeyza Aja,mayaannn,5,Netral,0
Alden WAP,isi wallet kaspro masuk buang,2,Netral,0
anami ami,knpa versi,1,Netral,0
Heri Istanta,order fiktif tutup mata order fiktif rugi driver bner bener niat nyari nafkah anak istri dar saran blokir imei hp order fiktif,1,Tidak Puas,2
Adhi 76,ok,5,Puas,1
Yolan Yolanda,mantuamn,5,Netral,0
Galang Game,aneh opsi batal mesan food susah kalo batalin pesan trus si driver terima nungguin pake platform mikir driver ambil order trus opsi batal mesan,1,Tidak Puas,2
Pinky Girls,knp maxim sy tdk saldo kaspro,2,Netral,0
Jihan Fafiah,driver kalo nunggu mampir tambah uang kalo jarak uang tolong ya sesuai aplikasi gausah tambah,3,Tidak Puas,2
Saleh Jusuf,bantu aplikasi tsb,5,Netral,0
Lilik Safiliah,akses baru moga langgan tinggal maxim krn sulit model,1,Tidak Puas,2
Mel Lisa,langgan maxim kesini mud sopan kepo jwb maksa tolong baik kurg nyamn sm kemudi bnyk privasi,1,Puas,1
Teguh Maulana,yaa maximku update wahhh dah langgan pake maxim lohh sorry kasih bintang satuu,1,Tidak Puas,2
Jalu Choirudin,gercep,5,Netral,0
Maulana Lana,harga aplikasi beda hrga lapang,2,Netral,0
loving jeno,drivernya kek taik sopan hp main ambil bintang omel lupa gda uang cash bawa kabur teman ambil uang nunggu driver sy cancel kata katain hewan otak tolong ya drivernya,1,Tidak Puas,2
Athaya Sheva,susah dapet mobil,3,Tidak Puas,2
Izuddin Ali,nuceeee,5,Netral,0
Awal Lol,apk rusak gimana top kaspro masuk dana gila,1,Puas,1
Sam Samsudin,terima kasih bantu aplikasi,5,Netral,0
Syukur Tusiran,jelek tarif dpt driver,1,Tidak Puas,2
Gendon Gendon,bagus,5,Puas,1
gafur Hasyim,bagus,4,Puas,1
ok rian,,4,Netral,0
Mis dar,keten,5,Netral,0
Abijar 12,,5,Netral,0
Rady Smg,cepat drivernya smp kali kasih tau tuju klo pinjam hp orang bwt tau mana pergi mana jemput lgsg jalan gitu nyebut nama dstu tulis,5,Netral,0
"Renno Reviano,S.H.",isi cashpro masuk,5,Netral,0
Nurul Afny,males bgt nunggu isi saldo masuk lamaa bgtt klo saldo potong maximnya bekum,4,Tidak Puas,2
sr12 skin care,maxim kecewa sesuai pesan maxim pakai parah order narik gojek cepat,1,Tidak Puas,2
Edi Wanto,good,5,Puas,1
Yardi Adi,mantap,5,Puas,1
Wawan Setiono,murah humble driver maxim,5,Netral,0
Aileencia Aja,ok,5,Puas,1
mama razvir,kecewa login,1,Tidak Puas,2
fajri sanjaya,kasih bintang bagus efisien ni aplikasi,5,Puas,1
Yentri Yani,suka,5,Netral,0
Indri anjelina,maxsim ya maxsim si bengkulu pakai mobil asli yaa batalin dek ngomong biar offline ikutin karna mikir jarak deket pas ngomong kasar lgi proses pembayan bilang cepetan abis gin suruh langsung mobil posisi lgi ujan deras yaa bayar asli banyak malak maxsim bengkulu pkai mobil,1,Tidak Puas,2
Onara Rasyd,aplikasi buruk skali pilih order area sy tdk muncul sdh kirim feedback tdk respon pdhal saldo bnyak dlm apknya tolong respon feedback sy kembali pilih order area tinggl sy sy kasih order area kabupaten sy area kota,1,Tidak Puas,2
Jimykecil Jimykecil,knp mahal bgt yah tarif,2,Tidak Puas,2
Edi Jayana,bantu,5,Netral,0
Sam Suri,ok,5,Puas,1
Sis Wadi,muas,4,Netral,0
Raevanya Brykheid Alexander,kecewa karna mesen makan edit pesan bikin sen puas makan dateng saran baik rugi karna edit bikin pesan saran cancel order kalo ganti edit order bikin kalo order ter cancel beneran ikutin proses thankyou much maxim helping driver want pick pas hujan deres,5,Tidak Puas,2
Reza asri881,buruk,1,Tidak Puas,2
Aditya Nodia Akbar,komen,5,Netral,0
Andalia Riani,maxim murah rakyat harga,5,Netral,0
SanzX,maxim car drivernya sen maxim car cancel alesan jemput posisi deket chat bales rute jemput ngawur sesuai aplikasi lawan arah posisi deket kalo niat driver maxim mending block tuh driver ngecewain tumpang urgent untung grabcar,3,Tidak Puas,2
Anna riki,maxim buka aplikasi ya,4,Netral,0
Raden Arya,top dipakek,1,Puas,1
Miracle,kacau maxim bisa driver gw tambah tambah pas hujan drivernya bawa mantel gw beliin mantel gw pas nyampe harga nambah tips mah gw kasi nambahnya ngotak anjg masak ribu gw rantau tolong ya perhati driver lu maxim,2,Tidak Puas,2
Mei Tenny,tarif murah cepat driver baru isi wallet kaspro langsung ubah isi pemberitahuan kalo potong admin kali topup saldo isi pas jalan isi gitu minimal,4,Tidak Puas,2
Imas eem Roifah,driver maxim kalo cancel suka,4,Tidak Puas,2
Sakti Kirana,aplikasi bosok gampang error,1,Tidak Puas,2
Jelin Aniko,oke cepat install,5,Netral,0
Rian Setiadi,registrasi login apk payah,1,Netral,0
Gyva Cantik06,tolong alamat gausah ubah ubah,1,Tidak Puas,2
Fitria Fitria,top lelet banget,3,Puas,1
Andry Bryan,ko masuk ya susah banget,5,Tidak Puas,2
Fitri Hendrawati,layan bagus murah,5,Puas,1
Hasan Agustus,maxim emng baik smoga depan,5,Puas,1
Dhani Fjryd,woi org cancel order ya langsung cancel ngapain pake alas bla bla bla ribet aplikasi busuk,1,Tidak Puas,2
Putri Ananda,brpa kode maxim,3,Netral,0
Yofin Wau,bagus muas order,5,Puas,1
Ganio 25,tolong ongkos deliverynya naik kasi drivernya,1,Tidak Puas,2
MURAH MERIAH,drivernya banyak songong rendah tumpang,1,Netral,0
Keanu Rizki,dapet voucher makasih maxim,5,Netral,0
Umma Elqi,aplikasi buka ya gagal ktanya ad sinyal pdahal sinyal mohon bantua,3,Tidak Puas,2
Charlotte Theone,ok pakai,5,Puas,1
Nur Wahid,,5,Netral,0
Bapak,fast respon,5,Netral,0
Anisa Nurfitry,buruk,1,Tidak Puas,2
Muhammad ridwan Tampubolon,benah titik jemput daerag jdi bingung kasihan driver dikirain kena kerjain,4,Netral,0
marsa nabila,saran maxim kash jemput biar ngejemput uda maxim lelet ngejemput tumpang kalo gatau jalan sotau jalan arahin maps ikutin arah maps,1,Tidak Puas,2
Franciscus Kuncara,aplikasi ojol gajelas gabisa dibandingin sm ijo ijo maps driver bgt,1,Tidak Puas,2
Musrin Aprianto,layan maxim sagat bagus jalan,4,Puas,1
Renata Maharani,maxime bagus sebenernya kurang order mobil jarak suka dapet order mobil karna posisi hujan deras cashpro update sisa saldo isi pas order lihat cashpro tau pas order tuju alih tunai karna saldo untung maximnya via tf repot kejar bawa uang,5,Puas,1
Nuraida Fadhila,tipu ya ni apk isi saldo napa lana bgt masuk,1,Netral,0
Rizky Octaviani Syahputri,susah banget nyari driver pagi pagi berangkat sekolah gajadi gara gara gadapet driver bener bener kecewa jelek banget,1,Tidak Puas,2
Nama gw Part 2,driver telat masuk sekolah,1,Netral,0
Zans kece,bagus si,4,Puas,1
Kabuto 97,update ampas ni aplikasi loading banget sinyal bagus driver driver beres,1,Puas,1
Okta Vianus,sperti grab gesit jemput sesuai mahal grab kualitas ok banget kadang sya order maxim sdh tunggu order terima eh cancelnya klo nda niat jdi driver ush murah kualitas nol saking kesal ku hapus aplikasi maxim skrg pake pake grab krna sejati grab tdk susah lot kadang pake maxim alamat tmpt jmput drivernya enak grab mana pesan situ langsung jmput,1,Puas,1
Graha Anugrah,ojol kasar,1,Netral,0
Carl Car los98,jemput lambat alamat dlam maxim lengkap,2,Tidak Puas,2
Wan Deki Habibie,mudah urus transportasi,5,Netral,0
Lidya Yani,good joob,5,Puas,1
Zivkay official,armada kalo malam susah dapat itu kalo kena posisi driver,3,Tidak Puas,2
Ahmad Hizbullah,cocok ngkos murah riah,5,Netral,0
Entis Sutisna,murah runtuh aplikasi,1,Netral,0
terpesona jeans,aplikasi sdh bagus cmn ewaletnya pada pake dana ato ovo,1,Puas,1
Zikri Siregar,bagus drivernya ramah ramah,5,Puas,1
Haerul Anwar,driver cabul handalllll sampe maxim kontollll,1,Netral,0
Mariono Bosch,aman,4,Netral,0
Eddy Sudrajat,jelek lamban mobil,1,Tidak Puas,2
Duta Cees,layan buruk,1,Tidak Puas,2
puthut adi,sampah nunggu kendara ad ambil order lgi,1,Tidak Puas,2
Brigita Tandiangga,lumayan murah,4,Netral,0
Ilham Halim,aplikasi anjingggg gw top ribu duit gw hangus cs gabisa hubung,1,Puas,1
Ardy Ardy,bagus,5,Puas,1
Aerox Blank,ok,5,Puas,1
Mira Susanti,susah kali daftar maxim,1,Tidak Puas,2
Galih El. Ghi23,buruk,1,Tidak Puas,2
Miss,harga murah titik maps ngaco drivernya suka komplain salah salah titik,5,Tidak Puas,2
RAHMAN•AL,layan nih gw pesan maxim food tpi driver mu ambil klo gin mending tutup nih maxim,1,Netral,0
Apa Ssssas,apk rusak mahal pesan ojek,1,Tidak Puas,2
Ice cream tart Broker'Z,gimana cerita isi saldo walet kaspro dipake kurang,1,Netral,0
Bram Irawan,ojol baik cepat terimakasih,5,Puas,1
Ahmad Syahbilly,bagus cepat,5,Puas,1
Lutfiatun nur salsabila,tipu nih kelas gue suruh download maxim iming kasih saldo pas temen gue mesen maxim gataunya tetep bayar sesuai harga maximnya masih salod cuman bayar promo doang apa dasar tipu,1,Puas,1
takia bawazir,tipu sekolah gratis potong ongkir ribu rupiah,1,Tidak Puas,2
Rusmi Ati,cepat dtg aman smp,5,Netral,0
Sevty Ramlawati Thee,login muncul pemberitahuan salah kirim minta,1,Tidak Puas,2
Hamdan 1993,tolong adakan promo komisi bantu driver terima kasih,4,Puas,1
Sebats Sans,bener isi saldo kaspro masuk,1,Netral,0
Uril Samuril,bagus,5,Puas,1
Diki Agus,ok,5,Puas,1
Andreas Regina,kaspro tolak driver repot,1,Netral,0
Andre Alves,maxim driver tipu isi saldo mala blok,1,Netral,0
Dia Laras sari,maps ny update driver ambil jalan,2,Netral,0
dea toengi,rama b maki ad bilang bae td maki kmri klo bole kse brnti drive nama sulaiman husain,1,Netral,0
David Simanjuntak,bagus banget aplikasi mes kendara butuh pesan driver motor mobil online kembang guys wajib instal mudah beraktifitas giat,4,Puas,1
Hikmah Nurul,kaspro ko ko masuk ya potong admin digunain pake kaspro tbtb ganti tunai pegang tunai susah,1,Tidak Puas,2
Asep ilyas Sudrajat,update tolol aplikasi suruh daftar ulang nomor hp nomor verifikasi sumpah aplikasi maxim busuk wajib uninstall play store,1,Puas,1
Purnomo Suhari,ok,5,Puas,1
Shafeea Hafsha,maps jelek bnget trus ngebaca lokasi parah,1,Tidak Puas,2
Juanda Simbolon,driver best,5,Puas,1
kraksi dede,ok,5,Puas,1
Mas Angga,ok bagus,5,Puas,1
Didik Dhe,map cari sulit kasi drivernya karuan berangkat bener pulang alamat temu,4,Tidak Puas,2
master team,top kena potong maxim,1,Tidak Puas,2
Kucrut gimang,buka,5,Netral,0
Yokoso Luufy,alas drivernya cari smpe driver beda hasil alas gajelas jembut,1,Tidak Puas,2
Farrel 77,driver sopan,1,Netral,0
augita arshamelia,driver sopan,1,Netral,0
Mong 27,bgt mncri laksana pdahal map mobil bnyk tpi terima order,1,Netral,0
Sari Sari,susah cari driver laksana kali batal order tdk driver laksana jg prnah alamat kedai driver nyari keliling ketemu alamat kedai bekerjasama manajemen buruk,1,Tidak Puas,2
Meriana,bagus pake maxim murah lgi,5,Puas,1
Mang Saswik,dgn si jokowi bohong,1,Netral,0
Warung Tauhid717,hancur ekonomi rakyat,1,Netral,0
Antoni Bos,ok,5,Puas,1
Hanif,driver problematik gajelas banget dah,1,Tidak Puas,2
Zanuardi Abidin,kadang jalur sesuai antar,5,Tidak Puas,2
Ihrom Tuanaya,,5,Netral,0
JULIO GARCIA MUSI,senang,5,Netral,0
Abdul Syahid,baik,5,Puas,1
Yulirna Yulirna,driver ramah sopan cm knp maxim ribet yah baru lg,5,Netral,0
erpani slamet,bagus,5,Puas,1
Rudiyanto Yanto,bagus,5,Puas,1
Heri Yadi,mantap,5,Puas,1
Mau Lida,tipu download aplikasi kasih bonus rb tdk,1,Puas,1
Rahmadiana Keysa,maxim tolong ya tetap harga perak perak nanggung kasih uang,4,Tidak Puas,2
Hendra Iskandar Ai1,mantap,5,Puas,1
David iyar,kasi jg ojol kasi jg klo tarif murah cz modal,1,Netral,0
Lovanda Prasetyo,murah riah,5,Netral,0
Kenza el hidan Kenza,bagus,5,Puas,1
Muhamad Ridwan,puas,4,Puas,1
Aam Aminah,yhh maxim,5,Netral,0
Rajendra,besok suruh sekolah donlot maxim malas,5,Netral,0
Alip Firmansah,driver,5,Netral,0
Prastya NingsBusinnes,aplikasi buruk orang hilang langsung respon libur langsung ditindaklanjuti desak aplikasi resah jamin aman tumpang,1,Tidak Puas,2
Berliadi 07,kenapaa rutee jauh kenapaa rute kasih rutee biar bayar nyaa mahall jalan anehh,1,Netral,0
Notian Sutanto,order maxim delivery jam sore pesan selesai trs pas malam ad lgi driver cek sore order selesai,1,Tidak Puas,2
Novita Pau,layan aplikasi bagus si cuman aplikasi layan bayar non tunai order metode bayar kemudi terima order coba drivernya bilang susah tarik jka terima bayar non tunai saldo isi kek gag nyesal saldo maxim tolong perhati problem bayar non tunai adakan fitur tarik uang,2,Tidak Puas,2
kuwa kuwi,oknum driver tipu ngga hilang uang cuman tidak jujuran takut pake maxim,1,Tidak Puas,2
AHMAD SOFYAN HADI,map aplikasi gogle map beda bikin bingung tolong baik aplikasi,1,Puas,1
adi gunna,banget saldo masuk ewallet,3,Netral,0
Yoga Febrizal,tolong kemudi khusus nyaa mobil batal tindak keras niat narik,3,Tidak Puas,2
Randa Putra,kirim kode bikin ribet pemesanann,5,Netral,0
Dhapney Tovanny,isi wallet kaspro makan tolong cepat,3,Tidak Puas,2
afan di,kacau login,1,Tidak Puas,2
Budianto Abud,bast,5,Netral,0
Najla Zainiya,mohon tambah fitur kamera kirim gambar lokasi,4,Netral,0
Ivan Taufiq Mahardika,banget saldo top masuk menit mulu buru buru nunggu apa,1,Puas,1
Danny Ahmad,layan buruk brp kali pesan food dapet driver tolong tingkat kualitas layan,1,Tidak Puas,2
Supriyono Drone,maxim sepeda montor ya,5,Netral,0
Rico Ramadhan Putra,ok,4,Puas,1
quraisyi Ahmad,pakai pdhl simpan internet,1,Netral,0
deni stwn,bagus kirim paket susah hubung driver,1,Tidak Puas,2
Idin Gans,aplikasi mesen makan dpt delivery batalin,2,Netral,0
Y U S R I Z A L,tlong komisi apk rendah persen komisi kasi driver apk driver sling butuh ayo btuh biaya servis kendara dll terima kasih,3,Netral,0
Raden Baghoes Julianto,hallo yuk buru ramai jalan nyaman rama tinggal habis promo discon potong saldo otomatis yuk buru pakai maximnya kakak,5,Tidak Puas,2
AxonAccel Go,aman,1,Netral,0
fajar agus,maps harap baik,4,Puas,1
Haogo Laia,bagus,5,Puas,1
Rosma Wati,oke,5,Netral,0
Andreas Irwandi,tumpang pake maxim banyak karakter pelit,1,Netral,0
Rezeki Lancar,area bogor maxim angkuh layak kasih bintang tolak order driver,1,Netral,0
Tulung Selapan,jalan rubah tarif konfirmasi,1,Netral,0
sari moccacino,alih tunai trussss sy adu ylki saldo kas pro loh,1,Netral,0
Gabriela Alice rerung,nggak pakai ewallet driver nggak bayar pakai ewallet mintain uang cas,1,Netral,0
Fathan Muhjab,driverny gajelas,1,Tidak Puas,2
Yooo Yaaa,walet cacad apk,2,Netral,0
rizki adzisar,maxim putus mitra kaspro aplikasi maling jadi transaksi saldo potong uang masuk bayar ojol saldo potong aplikasi driver bayar tunai saldo hilang belanja pulsa aplikasi saldo potong pulsa masuk saldo tarik verifikasi hasil isi saldo driver keluh yamg dengar maxim tolong dengar keluh,2,Tidak Puas,2
Noval Verdian,good,5,Puas,1
Rizal Een,buka goblog,1,Netral,0
Adawiah,baik lahh maps susah,3,Tidak Puas,2
Mala Dewi,ok,5,Puas,1
Aji zainal abidin,jelek,1,Tidak Puas,2
Novie Afriandi Pinaria,aplikasi log tolong baik terima kasih,4,Puas,1
Susanto Santo,kasih bintang bayar pakai cash online transfer mutu peyy bodo,1,Netral,0
Almen Tanaem,apk bagus pesan makan pakai bahasa inggris yah pesan ayam lalap sate babi,3,Puas,1
Ade Rasya,apa top kaspro kena potong anjir emang potong bilang babi bayar gerai kena pajak pas masuk kaspro potong emang lawak maruk,1,Tidak Puas,2
Diana Novita,jelek bgt apk ya ampun adain fitur batal pesan kalo mumpuni kurir susah bgt nemunya muak nungguin cari kurir muluuu hadehhh,1,Tidak Puas,2
Alvin Pratama,titik jemput sulit maps beranta sulit cari nama jalan,2,Tidak Puas,2
Vey Nur,bagus,5,Puas,1
siswo wiyoto,,5,Netral,0
esa andini,notifikasi driver menit pas eh menit php jenis motor kasih tau motor kaya gojek,1,Netral,0
Agus Suhendri,kacau kode sms aneh,1,Tidak Puas,2
Yohan Bahan,bagus,1,Puas,1
Deri Wisnu,order berangkat chairul arief dhani motorcycle warna putih nopol rating,3,Netral,0
Yolan Alpi Pratiwi,iklan horor,1,Netral,0
Rukimah Rukimah,bos mudah lancar aplikasi,5,Netral,0
quiinzaael,tolong ya fitur batalin makan adakan menit laksana tunggu fitur gajadi gaada,4,Tidak Puas,2
teguh santoso,good,5,Puas,1
ulfah2 Sodiqi,riwayat order ojol skrg,4,Netral,0
Putra Sikumbang06,mantap,5,Puas,1
mar diana,bagus transportasi tuju,5,Puas,1
Ridi Nuriman,otp kirim kirim lu,1,Netral,0
Mich Tipal,coba,5,Netral,0
Ade Selly,good,5,Puas,1
Aprina Nazmi,tolong driver ajar atitude ya minus atitude ny ny suka make maxim ksni driver ny omgan,2,Tidak Puas,2
Mr Hn,aplikasi jual atribut,1,Netral,0
Memet,,5,Netral,0
Erwin Setiawan,good apk,5,Puas,1
Neni Mulyani,oke good job,5,Puas,1
Indra Azhe,apk g isi saldo ajh mesti nunggu nelfon modal gimana gimana saing sma tinggal srmua g,1,Netral,0
Edo Cahyadi,ok,5,Puas,1
Jefri Adiputra23,oke,5,Netral,0
Muhammad Rosyid,pesan makan nyari antar dibalatin asu,1,Netral,0
Fan Nia,tolong perhati kali top kasspro masuk,5,Puas,1
Adelia Hartini,buka aplikasi maxim kode promo,5,Puas,1
Kantor Hukum,ok,5,Puas,1
Aldi Kayy,metode e wallet jelek scam nipu saldo driver tahan proses premium kelar kelar login aplikasi kaga beres lu cuman fokus jual jaket banding sejahtera driver,1,Tidak Puas,2
MAMAN,transportasi maxim asuransi jalan langgan asuransi celaka kirim barang barang jatuh hilang langgan asuransi tarif murah siksa driver tagih tunai langgan bayar tagih tunai langgan bayar langgan kembali langgan maxim pelit kikir manusia,1,Tidak Puas,2
Husnulrahmi Idris,hubung kaspro susah sms notifikasi pakai non tunai tolong baik,2,Tidak Puas,2
Delfita Sagala,kode promonya maxx yah,2,Netral,0
puspita,ngirim saldo gopay biaya admin periksa saldo kaspro pemberitahuan transfer masuk saldo dikaspro kirim transfer saldo,1,Netral,0
Amelia,kadang mapsnya suka gajalan suka error logout kasi drivernya customernya nungguin tolong baik,3,Tidak Puas,2
Murni Dahlena,maxim susah banget dihubungin nomor kontak call langsung csnya chat respon order hilang cancel histori prodak pick driver gimana komplain hubungin,1,Tidak Puas,2
demas triantana,eror mulu maxim,5,Netral,0
Zahra Alia,apk oke alamat jangkau kadang driver sesuai deskripsi apk plat nomor baik aman nyaman customer,4,Puas,1
rapael naren,aplikasi tolol tunggu nomor verifikasi kagak nyoba,1,Netral,0
ATIONG Chen72,knpa bukak,5,Netral,0
Jack Karbulator,saldo maksim masuk banget,3,Netral,0
イグリスIgris,tunggu drivernya kadang tera aplikasi bilang menit ampe menit nyampenya,2,Tidak Puas,2
Melfy Putri,halo kak knp apk terang riwayat transaksi ya tolong bantu kak,3,Tidak Puas,2
Rina Indrawati,,5,Netral,0
Nursiya Nursiya,bagus,5,Puas,1
Epin Pahrudin,apk tertololll sumpah login susah ngga kirim kode verifikasi nyoba sampe nomor hari batas hari apk mending pke grab login mudah pake google pake nomor abis susah kcewa inni apk,1,Tidak Puas,2
chika Chii,membanti,5,Netral,0
Sahrudin Hamzah,aplikasi taxxe ojek online murah ramah mudah penggunaanya,5,Netral,0
Asni Monoarfa,ok,5,Puas,1
Kise Ryouta,murahhh bet tampa diskon,5,Netral,0
Sakimputra petir,kemudi tambah sesuai aplikasi henti banyak henti aplikasi suruh bayar pulang pergi nambah kecewa maxim,1,Tidak Puas,2
Reyina Mooduto,mudah mesan embel embel langsung ngerti fiturnya nice banget,5,Puas,1
Tar Jo,dowlond lamaaaa bgt,3,Netral,0
Dadi Gunawan,bagus,5,Puas,1
Iqbal Maulana,daerah driver maxim sesuai atur order wa harga dinaikin tetap aplikasi maxim tolong benah kali driver nakal patok harga tentu apk,1,Tidak Puas,2
Lieya Nie,baru aplikasi data,5,Netral,0
Duren Terusan,otorisasi ko ya mohon bantu maxim,5,Netral,0
Jack Tobing,driver mobil sombong hujan ongkos ambil,1,Netral,0
rendi Sabana,aplikasi ya bagus banget nyesal poko download aplikasi,5,Puas,1
Amat Amattea,kerenn banget,5,Netral,0
Nurwfahmi,good j,5,Puas,1
Naisyahla Kenay,bagus ojol ramah,5,Puas,1
Nuraini Apriyanti,aplikasi bener dapet kode otp wanya busines pas dimasukin otp langsung aplikasi truss suruh login,1,Netral,0
RIOKO,manfaat,5,Netral,0
Deddy Mtw,susah banget cari drivernya naikin tarif pdh guna maxim dr maxim cm skrg kaya jd lelet bgt kaya,1,Tidak Puas,2
Nur Rahmannita,apk nggak bagus tetiba error butuh,1,Tidak Puas,2
Nila Ratna,mud ganti bayar tunai alas kaspro eror alamat jangkau luas masuk,3,Tidak Puas,2
Shinta Miranda,buka aplikasi maxim salah saldo maxim wallet,3,Tidak Puas,2
Kitab Fikih,gmn si ko masuk,3,Netral,0
Za Ganz,anehh,1,Netral,0
Vivi Novitasari,aplikasi dukung ya maxim tutup,4,Netral,0
Ahmad Matin,anyep kgk order utama jual atribut order sepi mah kgk fikirin,2,Netral,0
M Hadi Kurniawan,trauma maxim drivernya bau jalan lagi,2,Tidak Puas,2
ummul khaerah,maxim tolong evaluasi drivernya oknum driver tambah biaya alas tambah biaya alas mnyalakan ac produk alas produk dipacking sdah kontak langsung milik produk mngatakan barang sisa ambil tolong disiplin oknum sya baik hati tdk ulas langsung driver terima kasih,1,Tidak Puas,2
Anwar Herdianto,daftar jd drever,5,Netral,0
OSCAR GAMING,aplikasi eror mesan order aplikasi cuman order,1,Netral,0
Yanuar Pribadi,login guna woi gimana solusi,1,Netral,0
Widya pangesti Wiwit,aplikasi maxim tolong donk montor maxim bagus aq maxim bagus langgan setia maxim nyaman puas,5,Puas,1
Ayung gomes,apk pakai order pas login,1,Netral,0
Manchester United,ok,5,Puas,1
Sarah “Cha'a” 888,buka,5,Netral,0
Ayu Kristina,knpa ya app,2,Netral,0
Amrida Yuzanty,ok,5,Puas,1
Samari Sam,ok,5,Puas,1
Hasriani Dwiky,mf knp tdk bs downlod n knp bs maxim sy blokir,5,Netral,0
Sudiran S,murah bagus layan,5,Puas,1
Achmad Arivai,ok,5,Puas,1
Catur Deni,mudah,5,Netral,0
Munir Sinar,murah riah sahabat mahasiswa,5,Netral,0
jannah perabot,tolong baik kas pro potong bayar driver driver terima otomatis driver ongkos langsung rugi ni maxim,1,Tidak Puas,2
Rizal Fadli,tlng cek lapor sore metode dmnta cash turun sesuai app balikin saldo isi saldo delay driver lambat driver atribut tumpang ksih helm,1,Tidak Puas,2
Irvan Ganjelto,maps ad,1,Netral,0
Warna Semesta,maxim hemat,5,Netral,0
Fadhila Octaviani,tolong baik nih aplikasi masuk pake nomor hp gimana langgan nyaman kalo dadi segi aplikasi bagus,3,Puas,1
Josua Linus Simalango,top maxim wallet masuk saldo rekening potong,1,Tidak Puas,2
GIVARI PELAUT,good,5,Puas,1
Nurlia Mewar,maxim hrga barang bawa tumpang pisah masuk cargo maxim harga barang bawaanya pisah masuk cargo trus suruh cek trnyata harga cargonya barang bawaanya mahal rb dibandingkn harga pesan harga tumpang supirnya bilang kalo tuh jemput tumpang tdk barang klo ad barang harga pisah cek cargo jdi total bayrnya,3,Tidak Puas,2
Eka Widya,murah driver ny jg ramah top,5,Puas,1
Sania Rasya,aplikasi bagus ko baru kode promo kembali maxim susah tau kode promonya tau prnh promo dlu,5,Puas,1
Budi Karya,tukar ah,5,Netral,0
Andreas Rumbiak,tolong maxim kerjasama kaspro saldo potong ojek maximnya tdk terima bayar bayar tunai rugi kali hapus kaspro maxim,1,Tidak Puas,2
Ahmad Almakmun,layan,4,Netral,0
Jenny Montolalu,,5,Netral,0
Birin Sobirin,bagus,5,Puas,1
Asep Cuves,good,4,Puas,1
Dapur Aulia,maxim jarang banget dapet driver adab etika ugal ugalan jalan kalo review jelek marah,3,Tidak Puas,2
Ahmad Banda16,bagus,5,Puas,1
Aby Firdaus,buka,3,Netral,0
Gaja Mada,bagus,5,Puas,1
Kasilan Suhadi,cocok,4,Netral,0
Krisna Putra,bagus cepat driver sayang motor banyak motor tua order sekirar motor layak sperti scoopy vario sisa motor dah tua shock beker mati auto sakit pinggang tolong maxim motor baharu min tua dapet motor supra shock mati mogok sdangkan buru kecewa banget,2,Tidak Puas,2
Fakhrurrazi Makassar,mantap,5,Puas,1
agung saputra,kali,5,Netral,0
M Yasin,,5,Netral,0
Ali Maspii,ali maspi,1,Netral,0
Sut Tardi,nyaman pakai aplikasi,5,Netral,0
Kusyanto,maxsim transportasi online murah mudah,5,Netral,0
key jutex,maaf nih maxim pke maxim knp download play store,1,Puas,1
