userName,content,score,sentimen,sentimen_encoded,content_cleaned
Andika Zidan,map gajelas,2,Tidak Puas,2,map gajelas
Asril Beleng,mama,1,Tidak Puas,2,mama
Sarah Setya Priliani,aktivasi akun kirim kode sms pake opsi telepon angkat dimatiin nyoba bbrp kali kirim kode habis,1,Tidak Puas,2,aktivasi akun kirim kode sms pake opsi telepon angkat dimatiin nyoba bbrp kali kirim kode habis
Agung Tri,cs tanggap tang komplain custamer lapor komplain selesai form lapor tutup layan jasa,1,Tidak Puas,2,cs tanggap tang komplain custamer lapor komplain selesai form lapor tutup layan jasa
Muhammad Al kahfi,kecewa driver pilih jalur kena macet tambah argo resiko cari nafkah jalan alas cancel order alas bawa tumpang estimasi nunggu,1,Tidak Puas,2,kecewa driver pilih jalur kena macet tambah argo resiko cari nafkah jalan alas cancel order alas bawa tumpang estimasi nunggu
Bayi Poker,ramah,5,Puas,1,ramah
Abang Ucok,bagus,5,Puas,1,bagus
Siska Depi,baguss maxim,5,Puas,1,baguss maxim
Ferdiansyah kurniawan,update baru hubung whatsapp map logo gojek hubung maxim hilang mohon kembali dl,5,Puas,1,update baru hubung whatsapp map logo gojek hubung maxim hilang mohon kembali dl
Arol Madani,mntap,5,Puas,1,mntap
Gusni Karmila,maxim bantu lancar transpoortasi,5,Puas,1,maxim bantu lancar transpoortasi
Juji roh,login terang salah coba aneh gimana mo mesen,1,Tidak Puas,2,login terang salah coba aneh gimana mo mesen
Joan Bubut,bagus,5,Puas,1,bagus
Windu Atmajaa,akun pakai masukin kode promo guna tolong fix pilih kasih woi,1,Tidak Puas,2,akun pakai masukin kode promo guna tolong fix pilih kasih woi
Azwar Hari Haputra,sopir anjink maling henset tinggal blok,5,Puas,1,sopir anjink maling henset tinggal blok
Rus Mono,ny nyata ny mlh gojeg minta kode gtu kode ny mlh bikin,1,Tidak Puas,2,ny nyata ny mlh gojeg minta kode gtu kode ny mlh bikin
Ami Rahmita12,pungut biaya paksa jatohnya ngemis jijik manusia tau ngasih nunggu,1,Tidak Puas,2,pungut biaya paksa jatohnya ngemis jijik manusia tau ngasih nunggu
Dini Asiap,,4,Puas,1,
Chrmxix,aplikasi dongo,1,Tidak Puas,2,aplikasi dongo
napitu rinto,order fiktip harap hapus sbb sampah aplikasi sengaja ordal,4,Puas,1,order fiktip harap hapus sbb sampah aplikasi sengaja ordal
Syukri Ibnu Andy,login instal ulang app restart,1,Tidak Puas,2,login instal ulang app restart
Badrid Duja,okey,5,Puas,1,okey
elsanayaa maheswari,g tau sistem gimana ak kaspro mbangking sukses apk g saldo,1,Tidak Puas,2,g tau sistem gimana ak kaspro mbangking sukses apk g saldo
Amel sartika,babi kali driver mobil pes kali,1,Tidak Puas,2,babi kali driver mobil pes kali
ZOG iZue,mantap murah,5,Puas,1,mantap murah
Wahyu subuh,bagus murah,4,Puas,1,bagus murah
Iksan Rosa,aplikasi gajelas kode gamau kirim gimana makenya,1,Tidak Puas,2,aplikasi gajelas kode gamau kirim gimana makenya
Jusman Jusman,mantap aplikasi,5,Puas,1,mantap aplikasi
Yus Yus,driver car arogan,1,Tidak Puas,2,driver car arogan
Tio Ayal,aplikasi maxim bagus banget,5,Puas,1,aplikasi maxim bagus banget
Kang Ojol,tawarin instal maxim dapet bonus dipake auto uninstal deh,2,Tidak Puas,2,tawarin instal maxim dapet bonus dipake auto uninstal deh
Wisma Manto,sompret titik fake cs salah naruh titik jemput nyusahin driver lol,1,Tidak Puas,2,sompret titik fake cs salah naruh titik jemput nyusahin driver lol
Mufida Yahya Bazeid,akses aplikasi maxim login ganggu mohon bantu helpdesk coba nggak,1,Tidak Puas,2,akses aplikasi maxim login ganggu mohon bantu helpdesk coba nggak
Cleo Fisal,bagus cepat sampah ramah sopir,5,Puas,1,bagus cepat sampah ramah sopir
Iwan Collys,tepat jemput tingkat,5,Puas,1,tepat jemput tingkat
Mohammad Dzikri Imam,pantes maxim car sepi banding aplikasi attitude drivernya bagus,1,Tidak Puas,2,pantes maxim car sepi banding aplikasi attitude drivernya bagus
wawe botox,asu maxim ribet daftar,1,Tidak Puas,2,asu maxim ribet daftar
Muhammad mujahid As-sajjad,nggak batal pesan driver cmn edit pesan,2,Tidak Puas,2,nggak batal pesan driver cmn edit pesan
Syafa Almeisya,buruk jam kode otp masuk parah,1,Tidak Puas,2,buruk jam kode otp masuk parah
Alya Rahma Salsabila,cari jemput,1,Tidak Puas,2,cari jemput
AFOE HAREFA,ok,5,Puas,1,ok
Hari Ali,bagus,5,Puas,1,bagus
Dian Nisa,harga emang miring si g gw bahas nontunai bobrok bgt ribet top kaspro berkalikali masuk akun ku top ribet lg pake adm malesin bgt fix uninstall,1,Tidak Puas,2,harga emang miring si g gw bahas nontunai bobrok bgt ribet top kaspro berkalikali masuk akun ku top ribet lg pake adm malesin bgt fix uninstall
Test 4321,ribet apl,1,Tidak Puas,2,ribet apl
Java Pari,ok,5,Puas,1,ok
Indo Gtaa,b bb bbbbb j h,1,Tidak Puas,2,b bb bbbbb j h
Maisie Petrina,jelek bangetttt sebenernya bagus kali banget dapet ojek trus minggu jam cari mobil maxim dapet dapet tunggu menit sampe jam kaga dapet dapet jugaa sampe ulang kali keren banget loh jelek ampun pdhl kasih cepat g ngaruhhh jelek,1,Tidak Puas,2,jelek bangetttt sebenernya bagus kali banget dapet ojek trus minggu jam cari mobil maxim dapet dapet tunggu menit sampe jam kaga dapet dapet jugaa sampe ulang kali keren banget loh jelek ampun pdhl kasih cepat g ngaruhhh jelek
Opai Vakenzo,baik,5,Puas,1,baik
Abdul Rojak,apknya bagus harga sesuai dalam manajemen aplikasi kirim kode nomor kirim tolong baik,2,Tidak Puas,2,apknya bagus harga sesuai dalam manajemen aplikasi kirim kode nomor kirim tolong baik
Delfin Delfin,,5,Puas,1,
Joko Mulyono,manatap,5,Puas,1,manatap
Rava Samuel,,5,Puas,1,
Malah Kavadi,numpak,5,Puas,1,numpak
Bang And Sihite,order makan sulit mending hapus maxim kasih order prioritas donk biar tolak order drivernya sulit,1,Tidak Puas,2,order makan sulit mending hapus maxim kasih order prioritas donk biar tolak order drivernya sulit
Miftakhul Subekhi,baik peta alamat tutu,2,Tidak Puas,2,baik peta alamat tutu
Joko Wahyudi04,sulit temu kemudi mes makan nunggu konfirmasi keburu laper kecewa deh,1,Tidak Puas,2,sulit temu kemudi mes makan nunggu konfirmasi keburu laper kecewa deh
Denu Marwan,,5,Puas,1,
angga 20,maxim food buka,5,Puas,1,maxim food buka
MUHAMMAD SALEH,bagus,5,Puas,1,bagus
Mas Faruq,oke murah,5,Puas,1,oke murah
Mbem Meledak,maxim bengkulu bnyak idak jujur sruh bli toko ngaku ny tutup pdhal buka,1,Tidak Puas,2,maxim bengkulu bnyak idak jujur sruh bli toko ngaku ny tutup pdhal buka
Yumas Shop,bagus driver tolak pakai kaspro genting uang cash tlong baik,2,Tidak Puas,2,bagus driver tolak pakai kaspro genting uang cash tlong baik
Dani_ Official,susah banget code verif,1,Tidak Puas,2,susah banget code verif
Efootball el,tolong langgan maxim komitmen order transportasi maxim maxim order sepih kasi driver maxim hari gadapat order,5,Puas,1,tolong langgan maxim komitmen order transportasi maxim maxim order sepih kasi driver maxim hari gadapat order
SnakerS,nggak login,1,Tidak Puas,2,nggak login
octa ramadhan,daftar,1,Tidak Puas,2,daftar
Erlangga Lintang,aplikasi jelek topup via bank bca uang bgt,1,Tidak Puas,2,aplikasi jelek topup via bank bca uang bgt
Fahri Firmansyah,oke ribet pas order makan cari driver batalain ubah teruss pliss perbaikin,3,Netral,0,oke ribet pas order makan cari driver batalain ubah teruss pliss perbaikin
BUDIARTO budi,maxim keren murah cepat promo drivernya good,5,Puas,1,maxim keren murah cepat promo drivernya good
Ratna sari murni,nyaman cpt,5,Puas,1,nyaman cpt
Syahril Syah,murah aman nyaman tertib berlalulintas drivernya mitra jalan bertanggungjawab terimakasih,5,Puas,1,murah aman nyaman tertib berlalulintas drivernya mitra jalan bertanggungjawab terimakasih
Liana Iswati,maxim topup kaspro error duit ilang njing,1,Tidak Puas,2,maxim topup kaspro error duit ilang njing
Asyifaolivia Safiraa,tolong kalo pesan makan siap uang talanganny tida ribet ba qris,3,Netral,0,tolong kalo pesan makan siap uang talanganny tida ribet ba qris
Sigit Surya Bagus Setiawan,mancari laksana,2,Tidak Puas,2,mancari laksana
shi kalem gamer amatir,kode otp nggk,1,Tidak Puas,2,kode otp nggk
Acaacaa,dasar curi uang orang,1,Tidak Puas,2,dasar curi uang orang
Malela Madya pramana,tolong betulin peta maps maps peta maps,5,Puas,1,tolong betulin peta maps maps peta maps
Kang Trisno,good,5,Puas,1,good
martabak metro raya 16 c,mantap,5,Puas,1,mantap
Mayadi Ricardo,best,5,Puas,1,best
dewi kartikaa,tlong tarif ny normal dikit lh si tarif lonjak bnget dri kmrn jalan dipatal dijadiin arah lgi tarif notak bnget deh nunggu draiver ny tambah tarif jga,1,Tidak Puas,2,tlong tarif ny normal dikit lh si tarif lonjak bnget dri kmrn jalan dipatal dijadiin arah lgi tarif notak bnget deh nunggu draiver ny tambah tarif jga
Dahliana noor,mantap,5,Puas,1,mantap
xbandung bandung,susah daftar,1,Tidak Puas,2,susah daftar
Permana Yaa,sebetulmya bagus drivernya gajelas tunggu banget telat teruuss kerja drivernya gimana siiii baca map aneh banget,1,Tidak Puas,2,sebetulmya bagus drivernya gajelas tunggu banget telat teruuss kerja drivernya gimana siiii baca map aneh banget
Lathifah Abdillah,topup eh tbtb masuk cuman sisa uang mana tuh,3,Netral,0,topup eh tbtb masuk cuman sisa uang mana tuh
Lodowik Djanoma,harga aplikasi pakai,5,Puas,1,harga aplikasi pakai
Dede Juariah,pake apk buru otw saldo maxim karna cash eh jam masuk tuh duit sukses tf lumayan gede gua topup karna biar,1,Tidak Puas,2,pake apk buru otw saldo maxim karna cash eh jam masuk tuh duit sukses tf lumayan gede gua topup karna biar
Salahudin,login,2,Tidak Puas,2,login
Noval Nazli,susah banget cari driver nyaa karna murah ntah,1,Tidak Puas,2,susah banget cari driver nyaa karna murah ntah
Elevata gulo,sayank pesan mexim cansel alasa tarif sesuai tolong aplikasi atas langgan kecewa,1,Tidak Puas,2,sayank pesan mexim cansel alasa tarif sesuai tolong aplikasi atas langgan kecewa
Fahri Rosyid,bagus alhamdulillah,5,Puas,1,bagus alhamdulillah
Heyroe Yislam,ya hp app maxim login sampe daftar pake nomor hp beda login tau pake hp samsung,3,Netral,0,ya hp app maxim login sampe daftar pake nomor hp beda login tau pake hp samsung
Irfan Nugraha,bagus,5,Puas,1,bagus
Ziyan Alghifar,aplikasi buka mohon baik,1,Tidak Puas,2,aplikasi buka mohon baik
Yosafat,bagus,5,Puas,1,bagus
Hanif Alfarizi,bagus,5,Puas,1,bagus
Tian Gustian,bagus aplikasi bantu,5,Puas,1,bagus aplikasi bantu
Abdurrahman,kode veripikasinya,1,Tidak Puas,2,kode veripikasinya
Randi Setiawan,bismillah ijin gabung mitra keluarga driver maxim,5,Puas,1,bismillah ijin gabung mitra keluarga driver maxim
Mangdung Famz,maxim ya apk tulis driver nyata driver jalan tolong perhati ya orang kondisi santai dapet driver pas tuju beliau cancel apk apk driver buka gamasuk akal,1,Tidak Puas,2,maxim ya apk tulis driver nyata driver jalan tolong perhati ya orang kondisi santai dapet driver pas tuju beliau cancel apk apk driver buka gamasuk akal
Deni,bosan tunggu,1,Tidak Puas,2,bosan tunggu
Syairraa,isi saldo masuk akun maxim ngadunya mana bukti tranfernya,1,Tidak Puas,2,isi saldo masuk akun maxim ngadunya mana bukti tranfernya
subaidah rosok,login kode kirim kirim susah login,2,Tidak Puas,2,login kode kirim kirim susah login
Sandi Supiandi,aplikasi mudah nyman murah jalan,5,Puas,1,aplikasi mudah nyman murah jalan
ETERNAL FRONZY,apa voucher gratis janji pas sekolah gw kagak apa kasih gilir gw tahun nggak dapet nih nggak adil nih maxim kecewa gw ama nih aplikasi gw siswa apa tipu total nggak guna,1,Tidak Puas,2,apa voucher gratis janji pas sekolah gw kagak apa kasih gilir gw tahun nggak dapet nih nggak adil nih maxim kecewa gw ama nih aplikasi gw siswa apa tipu total nggak guna
Parikesit Sangha,map nga lengkap suka ngaco gila top saldo kaspro gila setress banget jam masuk saldo taikkk apk tres,1,Tidak Puas,2,map nga lengkap suka ngaco gila top saldo kaspro gila setress banget jam masuk saldo taikkk apk tres
Meytha Nugraheni,daftar bolak nggak kirim kode sampe nggak masuk apk kecewa,1,Tidak Puas,2,daftar bolak nggak kirim kode sampe nggak masuk apk kecewa
Siti Hajar,gabisa login ikutin instruksi pilih gambar tetep gabisa login buang buang kode otp masuk banget sampe jam jam sampe install ulang tetep gabisa login gimana aplikasi ko gabisa,1,Tidak Puas,2,gabisa login ikutin instruksi pilih gambar tetep gabisa login buang buang kode otp masuk banget sampe jam jam sampe install ulang tetep gabisa login gimana aplikasi ko gabisa
Edi Taher,ok,5,Puas,1,ok
Muhammad Fathi,install masuk tolong baik,1,Tidak Puas,2,install masuk tolong baik
Milaty azka,bagus cmn kali pesan makan porsi gaada pergi,4,Puas,1,bagus cmn kali pesan makan porsi gaada pergi
Safri Irawan,cari drivernya sangaattt lamaaa sekaliiiiii ntah ojek pesan makan samaaa sajaaa aplikasi rusaaakkk,1,Tidak Puas,2,cari drivernya sangaattt lamaaa sekaliiiiii ntah ojek pesan makan samaaa sajaaa aplikasi rusaaakkk
Lida Yohana,aplikasi lot kalo cencel ojol bikin bingung,1,Tidak Puas,2,aplikasi lot kalo cencel ojol bikin bingung
Nugroho Kuswantoro,tinggal yogyakarta ojek online juli info ojek online maxim tarik unggah aplikasi mes maxim kejut ongkos rp jarak murah banding ongkos rendah rp bantu perlu tuju panggil maxim ongkos murah banding,4,Puas,1,tinggal yogyakarta ojek online juli info ojek online maxim tarik unggah aplikasi mes maxim kejut ongkos rp jarak murah banding ongkos rendah rp bantu perlu tuju panggil maxim ongkos murah banding
Mazt Ariezt,knp maxim proses otp jam tunggu blm bs hari hadeh,3,Netral,0,knp maxim proses otp jam tunggu blm bs hari hadeh
Muji ajeh,fitur kamera bos buka daftar mulu banyak driver laparrrrrrr,5,Puas,1,fitur kamera bos buka daftar mulu banyak driver laparrrrrrr
ARACNI FK,salah mesan mesan update aplikasi,2,Tidak Puas,2,salah mesan mesan update aplikasi
M Arifin,keren,5,Puas,1,keren
Sindi Sintya,enak si ya murah kadang kalo harga buletin drivernya lelet pda lelet gatau apk stuck mapa jalan jalan tolong baik drivernya tolong hadehhh gereget deh,2,Tidak Puas,2,enak si ya murah kadang kalo harga buletin drivernya lelet pda lelet gatau apk stuck mapa jalan jalan tolong baik drivernya tolong hadehhh gereget deh
Supendi Fendi,top deh,5,Puas,1,top deh
Siti Khodjh,v,1,Tidak Puas,2,v
Dedi Agus,topup kaspro lamaa banget masuk saldonyaa,3,Netral,0,topup kaspro lamaa banget masuk saldonyaa
Depha andrade,kali nyari driver anjggg,1,Tidak Puas,2,kali nyari driver anjggg
Soviani Lach,aplikasi terkadang pas pesan drivernya lokasi tolong terkadang singkron ngaco ajh pas titik jemput kadang baik ya layan,4,Puas,1,aplikasi terkadang pas pesan drivernya lokasi tolong terkadang singkron ngaco ajh pas titik jemput kadang baik ya layan
Dedi Supriyadi,mantaap,5,Puas,1,mantaap
Alexander Jeremias,klo masuk tlp salah maxim jdi gz bs,2,Tidak Puas,2,klo masuk tlp salah maxim jdi gz bs
Bayu Rizkia,puas jangkau map,1,Tidak Puas,2,puas jangkau map
Septian adi,bantu bgt,5,Puas,1,bantu bgt
Muhammad Faisal69,mantap,5,Puas,1,mantap
Nurman Hadi saputra,nyoba pakai maxim hebat drivernya ramah sopan kendara enak,5,Puas,1,nyoba pakai maxim hebat drivernya ramah sopan kendara enak
Lidya Simanjuntak,wallet kaspro guna driver tolak saldo tarik,1,Tidak Puas,2,wallet kaspro guna driver tolak saldo tarik
Kezya Kezya,maksim jls titik tmpt henti ngotot bilang sesuai titik,3,Netral,0,maksim jls titik tmpt henti ngotot bilang sesuai titik
Tria Gabel,maxim ngapain kerjasama aplikasi kaspro aplikasi guna update premium sampe bulan jasa,1,Tidak Puas,2,maxim ngapain kerjasama aplikasi kaspro aplikasi guna update premium sampe bulan jasa
sokabbb,muas ramah fokusin metode tunai biar enak,5,Puas,1,muas ramah fokusin metode tunai biar enak
Johanes Win,tarif sahabat,5,Puas,1,tarif sahabat
Alvi Fauziana,kode login,2,Tidak Puas,2,kode login
de syifa,males ah oknum kembali paksa ngeihklasin kembali kembali rebu gin males,3,Netral,0,males ah oknum kembali paksa ngeihklasin kembali kembali rebu gin males
Emanuel Leta,mantap esok esok order cepat mantap,5,Puas,1,mantap esok esok order cepat mantap
Togi Jelek,drivernya nambah ongkos alas rumah gaada order pdhl pas nyampe langsung trs hp biar nilai pdhl pake seragam dll gjls,1,Tidak Puas,2,drivernya nambah ongkos alas rumah gaada order pdhl pas nyampe langsung trs hp biar nilai pdhl pake seragam dll gjls
Juju Amaliyah,kode masuk bet batas kirim kode habis aga laen,1,Tidak Puas,2,kode masuk bet batas kirim kode habis aga laen
Raka Arifky,customer langanan promo,5,Puas,1,customer langanan promo
Hola hop,woyy isi waleet maxim masuk masuk anehh udahh lamaa masuk masuk kocakkk,1,Tidak Puas,2,woyy isi waleet maxim masuk masuk anehh udahh lamaa masuk masuk kocakkk
Ari Doank,bagus,5,Puas,1,bagus
Trisno Mu,lelet tay lo,1,Tidak Puas,2,lelet tay lo
PRADEV J5,mantap,5,Puas,1,mantap
Dwi Purnomo,coba jasa maxim rumah stasiun ongkos beda dikit grab maxim grab ya dikit murah driver ramah bilang ngebut gatau nama drivernya tau prosedur selamat nyaman tumpang bahaya,3,Netral,0,coba jasa maxim rumah stasiun ongkos beda dikit grab maxim grab ya dikit murah driver ramah bilang ngebut gatau nama drivernya tau prosedur selamat nyaman tumpang bahaya
Bonjol Tegal,bagus,5,Puas,1,bagus
Anastasya Lahiwu,kadang alamat murah jangkau,1,Tidak Puas,2,kadang alamat murah jangkau
Rifki Revand,maxim murah kirim foto driver baca maps,1,Tidak Puas,2,maxim murah kirim foto driver baca maps
Faisal Sahroni,kode akses,1,Tidak Puas,2,kode akses
Aurelia Salsabila,aman,5,Puas,1,aman
Devi AtikaSari,kirim uang kaspro masuk kaspro,1,Tidak Puas,2,kirim uang kaspro masuk kaspro
Jas Mani,bantu,5,Puas,1,bantu
Mariati Bintang,kali buka media sosial iklan aplikasi muncul ganggu banget tolong kurang iklan iklan muncul aplikasi ganggu,1,Tidak Puas,2,kali buka media sosial iklan aplikasi muncul ganggu banget tolong kurang iklan iklan muncul aplikasi ganggu
Eni Iswana,spg delta plaza halal penuh target konsumen curi email sy kali tahu sy sy tahu kode verifikasi google masuk sms nomer kontak sy mohon proses spg tsb krn sy suka dgn,1,Tidak Puas,2,spg delta plaza halal penuh target konsumen curi email sy kali tahu sy sy tahu kode verifikasi google masuk sms nomer kontak sy mohon proses spg tsb krn sy suka dgn
Rizal Irgy,bagus tinggal tambah fitur riwayat cari kalo ngetik ulang,5,Puas,1,bagus tinggal tambah fitur riwayat cari kalo ngetik ulang
Yupy Citra Dewi,maxim taik banget kaspro ngga ngga ngotak banget anj,3,Netral,0,maxim taik banget kaspro ngga ngga ngotak banget anj
